County Name,Most Recent Date,Total Count Confirmed,Total Count Deaths,COVID-19 Positive Patients,Suspected COVID-19 Positive Patients,ICU COVID-19 Positive Patients,ICU COVID-19 Suspected Patients
Kern,2020-05-23T00:00:00,1806,31,48,10,22,2
Kings,2020-05-23T00:00:00,444,2,25,3,7,1
Lake,2020-05-23T00:00:00,10,0,0,1,0,1
Lassen,2020-05-23T00:00:00,0,0,0,0,0,0
Los Angeles,2020-05-23T00:00:00,44029,2090,1440,566,462,104
Madera,2020-05-23T00:00:00,83,2,0,0,0,0
Marin,2020-05-23T00:00:00,393,14,2,4,1,2
Mariposa,2020-05-23T00:00:00,15,1,0,0,0,0
Mendocino,2020-05-23T00:00:00,13,0,3,2,0,0
Merced,2020-05-23T00:00:00,247,6,7,4,5,1
Modoc,2020-05-23T00:00:00,0,0,0,1,0,0
Mono,2020-05-23T00:00:00,34,1,0,0,0,0
Monterey,2020-05-23T00:00:00,397,8,7,1,3,1
Napa,2020-05-23T00:00:00,101,3,1,1,1,0
Nevada,2020-05-23T00:00:00,41,1,0,0,0,1
Orange,2020-05-23T00:00:00,5313,130,278,94,122,13
Placer,2020-05-23T00:00:00,184,9,6,19,3,5
Plumas,2020-05-23T00:00:00,4,0,0,0,0,0
Riverside,2020-05-23T00:00:00,6460,299,193,95,59,20
Sacramento,2020-05-23T00:00:00,1275,57,12,12,3,0
San Benito,2020-05-23T00:00:00,67,2,1,0,0,0
San Bernardino,2020-05-23T00:00:00,4172,176,134,100,47,15
San Diego,2020-05-23T00:00:00,6561,275,304,82,138,14
San Francisco,2020-05-23T00:00:00,2312,40,45,28,18,9
San Joaquin,2020-05-23T00:00:00,759,33,10,21,5,8
San Luis Obispo,2020-05-23T00:00:00,256,1,2,0,1,0
San Mateo,2020-05-23T00:00:00,1862,76,39,11,16,0
Santa Barbara,2020-05-23T00:00:00,1566,12,21,3,8,1
Santa Clara,2020-05-23T00:00:00,2593,139,37,17,18,1
Santa Cruz,2020-05-23T00:00:00,177,3,4,1,1,0
Shasta,2020-05-23T00:00:00,35,4,0,1,0,0
Sierra,2020-05-23T00:00:00,1,0,0,0,0,0
Siskiyou,2020-05-23T00:00:00,6,0,0,2,0,1
Solano,2020-05-23T00:00:00,435,20,18,14,6,0
Sonoma,2020-05-23T00:00:00,462,4,5,17,3,2
Stanislaus,2020-05-23T00:00:00,625,28,23,15,6,2
Sutter,2020-05-23T00:00:00,38,2,0,0,0,0
Tehama,2020-05-23T00:00:00,2,1,0,0,0,0
Trinity,2020-05-23T00:00:00,1,0,0,0,0,0
Tulare,2020-05-23T00:00:00,1682,75,40,1,9,1
Tuolumne,2020-05-23T00:00:00,2,0,0,0,0,0
Unassigned,2020-05-23T00:00:00,2,0,0,0,0,0
Ventura,2020-05-23T00:00:00,961,30,29,25,11,1
Yolo,2020-05-23T00:00:00,188,22,0,0,1,1
Yuba,2020-05-23T00:00:00,24,1,1,0,0,0
Alameda,2020-05-24T00:00:00,2830,93,88,61,44,11
Alpine,2020-05-24T00:00:00,1,0,0,0,0,0
Amador,2020-05-24T00:00:00,9,0,0,0,0,0
Butte,2020-05-24T00:00:00,35,0,5,0,2,0
Calaveras,2020-05-24T00:00:00,13,0,0,1,0,0
Colusa,2020-05-24T00:00:00,4,0,0,0,0,0
Contra Costa,2020-05-24T00:00:00,1325,36,15,27,6,5
Del Norte,2020-05-24T00:00:00,16,0,0,0,0,0
El Dorado,2020-05-24T00:00:00,76,0,1,4,1,4
Fresno,2020-05-24T00:00:00,1455,22,66,40,19,4
Glenn,2020-05-24T00:00:00,12,0,0,0,0,0
Humboldt,2020-05-24T00:00:00,81,2,4,3,1,0
Imperial,2020-05-24T00:00:00,1369,23,77,4,23,0
Inyo,2020-05-24T00:00:00,20,1,0,0,0,0
Kern,2020-05-24T00:00:00,1861,31,53,4,23,1
Kings,2020-05-24T00:00:00,446,2,25,3,8,2
Lake,2020-05-24T00:00:00,12,0,0,4,0,2
Lassen,2020-05-24T00:00:00,0,0,0,0,0,0
Los Angeles,2020-05-24T00:00:00,44954,2104,1443,547,448,101
Madera,2020-05-24T00:00:00,83,2,0,1,0,1
Marin,2020-05-24T00:00:00,401,14,2,4,1,2
Mariposa,2020-05-24T00:00:00,15,1,0,0,0,0
Mendocino,2020-05-24T00:00:00,19,0,3,2,0,0
Merced,2020-05-24T00:00:00,258,6,7,5,5,0
Modoc,2020-05-24T00:00:00,0,0,0,1,0,0
Mono,2020-05-24T00:00:00,34,1,0,0,0,0
Monterey,2020-05-24T00:00:00,405,8,7,1,3,1
Napa,2020-05-24T00:00:00,104,3,1,0,1,0
Nevada,2020-05-24T00:00:00,41,1,0,0,0,2
Orange,2020-05-24T00:00:00,5439,131,286,102,117,14
Placer,2020-05-24T00:00:00,184,9,5,21,3,6
Plumas,2020-05-24T00:00:00,4,0,0,0,0,0
Riverside,2020-05-24T00:00:00,6571,304,188,80,60,18
Sacramento,2020-05-24T00:00:00,1283,57,9,17,2,4
San Benito,2020-05-24T00:00:00,67,2,1,0,0,0
San Bernardino,2020-05-24T00:00:00,4262,176,139,103,48,22
San Diego,2020-05-24T00:00:00,6703,275,310,60,139,11
San Francisco,2020-05-24T00:00:00,2318,40,47,41,20,10
San Joaquin,2020-05-24T00:00:00,760,33,11,25,6,5
San Luis Obispo,2020-05-24T00:00:00,257,1,2,1,1,0
San Mateo,2020-05-24T00:00:00,1925,76,39,13,16,0
Santa Barbara,2020-05-24T00:00:00,1573,12,21,6,8,0
Santa Clara,2020-05-24T00:00:00,2623,139,35,19,16,2
Santa Cruz,2020-05-24T00:00:00,185,3,4,1,1,0
Shasta,2020-05-24T00:00:00,36,4,0,0,0,0
Sierra,2020-05-24T00:00:00,1,0,0,0,0,0
Siskiyou,2020-05-24T00:00:00,6,0,0,2,0,1
Solano,2020-05-24T00:00:00,436,20,18,19,8,0
Sonoma,2020-05-24T00:00:00,485,4,6,16,3,3
Stanislaus,2020-05-24T00:00:00,634,28,22,15,6,1
Sutter,2020-05-24T00:00:00,38,2,0,0,0,0
Tehama,2020-05-24T00:00:00,2,1,0,0,0,0
Trinity,2020-05-24T00:00:00,1,0,0,0,0,0
Tulare,2020-05-24T00:00:00,1684,75,42,2,10,1
Tuolumne,2020-05-24T00:00:00,2,0,0,0,0,0
Unassigned,2020-05-24T00:00:00,2,0,0,0,0,0
Ventura,2020-05-24T00:00:00,982,30,32,36,13,5
Yolo,2020-05-24T00:00:00,192,22,0,0,0,0
Yuba,2020-05-24T00:00:00,24,1,1,0,0,0
Alameda,2020-05-25T00:00:00,2900,93,91,65,40,20
Alpine,2020-05-25T00:00:00,1,0,0,0,0,0
Amador,2020-05-25T00:00:00,10,0,0,0,0,0
Butte,2020-05-25T00:00:00,37,0,7,0,3,0
Calaveras,2020-05-25T00:00:00,13,0,0,1,0,0
Colusa,2020-05-25T00:00:00,4,0,0,0,0,0
Contra Costa,2020-05-25T00:00:00,1348,37,13,35,6,13
Del Norte,2020-05-25T00:00:00,20,0,0,1,0,0
El Dorado,2020-05-25T00:00:00,78,0,1,3,1,3
Fresno,2020-05-25T00:00:00,1496,22,66,38,19,1
Glenn,2020-05-25T00:00:00,12,0,0,0,0,0
Humboldt,2020-05-25T00:00:00,81,2,6,4,1,0
Imperial,2020-05-25T00:00:00,1369,23,69,6,23,0
Inyo,2020-05-25T00:00:00,20,1,0,0,0,0
Kern,2020-05-25T00:00:00,1890,31,51,8,25,1
Kings,2020-05-25T00:00:00,447,2,26,3,8,2
Lake,2020-05-25T00:00:00,13,0,0,1,0,0
Lassen,2020-05-25T00:00:00,0,0,0,0,0,0
Los Angeles,2020-05-25T00:00:00,45952,2116,1477,564,465,94
Madera,2020-05-25T00:00:00,83,2,1,1,0,0
Marin,2020-05-25T00:00:00,415,14,3,4,1,6
Mariposa,2020-05-25T00:00:00,15,1,0,1,0,0
Mendocino,2020-05-25T00:00:00,19,0,2,0,1,0
Merced,2020-05-25T00:00:00,262,6,6,4,4,1
Modoc,2020-05-25T00:00:00,1,0,0,1,0,0
Mono,2020-05-25T00:00:00,34,1,0,0,0,0
Monterey,2020-05-25T00:00:00,418,8,10,0,3,0
Napa,2020-05-25T00:00:00,107,3,1,0,1,0
Nevada,2020-05-25T00:00:00,41,1,0,0,0,1
Orange,2020-05-25T00:00:00,5601,131,300,94,119,19
Placer,2020-05-25T00:00:00,186,9,5,20,3,6
Plumas,2020-05-25T00:00:00,4,0,0,0,0,0
Riverside,2020-05-25T00:00:00,6900,309,193,88,63,15
Sacramento,2020-05-25T00:00:00,1290,57,9,17,2,29
San Benito,2020-05-25T00:00:00,70,2,1,0,0,0
San Bernardino,2020-05-25T00:00:00,4393,176,138,116,48,23
San Diego,2020-05-25T00:00:00,6799,275,317,68,139,21
San Francisco,2020-05-25T00:00:00,2358,40,40,41,21,11
San Joaquin,2020-05-25T00:00:00,760,33,12,24,6,4
San Luis Obispo,2020-05-25T00:00:00,260,1,2,0,1,0
San Mateo,2020-05-25T00:00:00,1938,76,44,13,15,5
Santa Barbara,2020-05-25T00:00:00,1590,12,19,8,8,0
Santa Clara,2020-05-25T00:00:00,2647,140,32,20,14,12
Santa Cruz,2020-05-25T00:00:00,191,3,4,3,1,0
Shasta,2020-05-25T00:00:00,36,4,0,0,0,0
Sierra,2020-05-25T00:00:00,1,0,0,0,0,0
Siskiyou,2020-05-25T00:00:00,6,0,0,2,0,1
Solano,2020-05-25T00:00:00,437,20,21,20,11,4
Sonoma,2020-05-25T00:00:00,496,4,5,22,3,6
Stanislaus,2020-05-25T00:00:00,651,28,18,11,6,4
Sutter,2020-05-25T00:00:00,38,2,0,0,0,0
Tehama,2020-05-25T00:00:00,2,1,0,0,0,0
Trinity,2020-05-25T00:00:00,1,0,0,0,0,0
Tulare,2020-05-25T00:00:00,1747,75,40,2,13,2
Tuolumne,2020-05-25T00:00:00,2,0,0,0,0,0
Unassigned,2020-05-25T00:00:00,2,0,0,0,0,0
Ventura,2020-05-25T00:00:00,1020,30,33,30,10,4
Yolo,2020-05-25T00:00:00,197,22,1,0,0,0
Yuba,2020-05-25T00:00:00,24,1,1,0,0,0
Alameda,2020-05-26T00:00:00,2956,97,93,76,37,20
Alpine,2020-05-26T00:00:00,1,0,0,0,0,0
Amador,2020-05-26T00:00:00,10,0,0,0,0,0
Butte,2020-05-26T00:00:00,37,0,5,0,3,0
Calaveras,2020-05-26T00:00:00,13,0,0,0,0,0
Colusa,2020-05-26T00:00:00,4,0,0,0,0,0
Contra Costa,2020-05-26T00:00:00,1352,37,13,36,6,14
Del Norte,2020-05-26T00:00:00,30,0,0,1,0,0
El Dorado,2020-05-26T00:00:00,79,0,0,2,0,2
Fresno,2020-05-26T00:00:00,1496,26,69,29,20,2
Glenn,2020-05-26T00:00:00,12,0,0,0,0,0
Humboldt,2020-05-26T00:00:00,81,2,5,5,1,1
Imperial,2020-05-26T00:00:00,1369,23,69,8,22,0
Inyo,2020-05-26T00:00:00,20,1,0,0,0,0
Kern,2020-05-26T00:00:00,1890,35,59,7,24,0
Kings,2020-05-26T00:00:00,449,2,24,3,8,2
Lake,2020-05-26T00:00:00,12,0,0,1,0,0
Lassen,2020-05-26T00:00:00,0,0,0,1,0,0
Los Angeles,2020-05-26T00:00:00,47760,2143,1477,610,464,103
Madera,2020-05-26T00:00:00,83,2,1,4,0,0
Marin,2020-05-26T00:00:00,424,14,2,3,1,5
Mariposa,2020-05-26T00:00:00,16,1,0,2,0,0
Mendocino,2020-05-26T00:00:00,20,0,3,1,1,0
Merced,2020-05-26T00:00:00,266,7,6,3,4,1
Modoc,2020-05-26T00:00:00,1,0,0,1,0,0
Mono,2020-05-26T00:00:00,34,1,0,0,0,0
Monterey,2020-05-26T00:00:00,424,8,11,1,3,1
Napa,2020-05-26T00:00:00,109,3,1,1,1,0
Nevada,2020-05-26T00:00:00,41,1,1,3,1,2
Orange,2020-05-26T00:00:00,5651,131,301,117,119,18
Placer,2020-05-26T00:00:00,188,9,6,21,3,5
Plumas,2020-05-26T00:00:00,4,0,0,0,0,0
Riverside,2020-05-26T00:00:00,6917,314,207,102,68,22
Sacramento,2020-05-26T00:00:00,1298,57,9,9,4,26
San Benito,2020-05-26T00:00:00,69,2,1,0,0,0
San Bernardino,2020-05-26T00:00:00,4430,176,154,125,57,19
San Diego,2020-05-26T00:00:00,6884,290,325,58,145,8
San Francisco,2020-05-26T00:00:00,2363,40,40,47,20,14
San Joaquin,2020-05-26T00:00:00,760,33,14,29,6,8
San Luis Obispo,2020-05-26T00:00:00,260,1,2,2,1,0
San Mateo,2020-05-26T00:00:00,1967,82,45,9,16,4
Santa Barbara,2020-05-26T00:00:00,1590,12,18,5,8,2
Santa Clara,2020-05-26T00:00:00,2659,140,33,20,14,12
Santa Cruz,2020-05-26T00:00:00,197,3,4,1,1,0
Shasta,2020-05-26T00:00:00,36,4,1,0,0,0
Sierra,2020-05-26T00:00:00,1,0,0,0,0,0
Siskiyou,2020-05-26T00:00:00,6,0,0,0,0,0
Solano,2020-05-26T00:00:00,470,20,19,16,9,2
Sonoma,2020-05-26T00:00:00,509,4,5,20,2,4
Stanislaus,2020-05-26T00:00:00,663,28,18,14,7,5
Sutter,2020-05-26T00:00:00,39,2,0,0,0,0
Tehama,2020-05-26T00:00:00,2,1,0,1,0,0
Trinity,2020-05-26T00:00:00,1,0,0,3,0,0
Tulare,2020-05-26T00:00:00,1768,79,37,4,8,4
Tuolumne,2020-05-26T00:00:00,2,0,0,1,0,1
Unassigned,2020-05-26T00:00:00,2,0,0,0,0,0
Ventura,2020-05-26T00:00:00,1033,30,34,28,11,5
Yolo,2020-05-26T00:00:00,198,22,1,0,0,0
Yuba,2020-05-26T00:00:00,24,1,1,0,0,0
Alameda,2020-05-27T00:00:00,3037,97,95,69,37,10
Alpine,2020-05-27T00:00:00,1,0,0,0,0,0
Amador,2020-05-27T00:00:00,10,0,0,0,0,0
Butte,2020-05-27T00:00:00,40,0,6,1,3,0
Calaveras,2020-05-27T00:00:00,15,0,0,0,0,0
Colusa,2020-05-27T00:00:00,5,0,0,0,0,0
Contra Costa,2020-05-27T00:00:00,1373,37,11,30,7,6
Del Norte,2020-05-27T00:00:00,34,0,0,0,0,0
El Dorado,2020-05-27T00:00:00,82,0,1,2,1,2
Fresno,2020-05-27T00:00:00,1620,30,71,44,19,4
Glenn,2020-05-27T00:00:00,14,0,0,0,0,0
Humboldt,2020-05-27T00:00:00,86,2,5,4,1,0
Imperial,2020-05-27T00:00:00,1369,24,67,17,14,0
Inyo,2020-05-27T00:00:00,20,1,0,0,0,0
Kern,2020-05-27T00:00:00,1999,36,63,5,28,0
Kings,2020-05-27T00:00:00,586,3,23,1,7,0
Lake,2020-05-27T00:00:00,13,0,0,0,0,0
Lassen,2020-05-27T00:00:00,0,0,0,1,0,0
Los Angeles,2020-05-27T00:00:00,48711,2195,1462,628,464,90
Madera,2020-05-27T00:00:00,91,2,2,2,0,0
Marin,2020-05-27T00:00:00,439,14,1,1,1,0
Mariposa,2020-05-27T00:00:00,16,1,0,2,0,0
Mendocino,2020-05-27T00:00:00,21,0,3,1,1,1
Merced,2020-05-27T00:00:00,278,7,6,2,4,0
Modoc,2020-05-27T00:00:00,0,0,0,0,0,0
Mono,2020-05-27T00:00:00,34,1,0,0,0,0
Monterey,2020-05-27T00:00:00,443,8,11,0,3,0
Napa,2020-05-27T00:00:00,112,3,1,1,1,0
Nevada,2020-05-27T00:00:00,41,1,1,3,1,2
Orange,2020-05-27T00:00:00,5849,136,307,111,125,19
Placer,2020-05-27T00:00:00,196,9,6,14,3,1
Plumas,2020-05-27T00:00:00,4,0,0,0,0,0
Riverside,2020-05-27T00:00:00,7156,320,199,114,66,21
Sacramento,2020-05-27T00:00:00,1318,57,8,21,6,3
San Benito,2020-05-27T00:00:00,74,2,1,0,0,0
San Bernardino,2020-05-27T00:00:00,4708,183,159,101,54,19
San Diego,2020-05-27T00:00:00,6985,297,329,79,144,12
San Francisco,2020-05-27T00:00:00,2394,40,40,42,18,9
San Joaquin,2020-05-27T00:00:00,825,34,14,23,7,4
San Luis Obispo,2020-05-27T00:00:00,266,1,2,4,2,1
San Mateo,2020-05-27T00:00:00,2045,82,33,8,16,3
Santa Barbara,2020-05-27T00:00:00,1629,12,22,5,9,2
Santa Clara,2020-05-27T00:00:00,2680,141,28,24,12,3
Santa Cruz,2020-05-27T00:00:00,202,3,3,0,1,0
Shasta,2020-05-27T00:00:00,36,4,0,0,0,0
Sierra,2020-05-27T00:00:00,1,0,0,0,0,0
Siskiyou,2020-05-27T00:00:00,6,0,0,3,0,1
Solano,2020-05-27T00:00:00,477,21,20,14,8,2
Sonoma,2020-05-27T00:00:00,521,4,9,22,3,2
Stanislaus,2020-05-27T00:00:00,675,28,17,8,6,3
Sutter,2020-05-27T00:00:00,40,2,0,0,0,0
Tehama,2020-05-27T00:00:00,3,1,0,0,0,0
Trinity,2020-05-27T00:00:00,1,0,0,2,0,0
Tulare,2020-05-27T00:00:00,1817,79,36,5,10,3
Tuolumne,2020-05-27T00:00:00,4,0,0,0,0,0
Unassigned,2020-05-27T00:00:00,2,0,0,0,0,0
Ventura,2020-05-27T00:00:00,1065,32,28,24,10,10
Yolo,2020-05-27T00:00:00,204,22,0,0,0,0
Yuba,2020-05-27T00:00:00,24,1,1,0,0,0
Alameda,2020-05-28T00:00:00,3083,102,96,57,44,13
Alpine,2020-05-28T00:00:00,1,0,0,0,0,0
Amador,2020-05-28T00:00:00,10,0,0,1,0,0
Butte,2020-05-28T00:00:00,40,0,5,1,3,0
Calaveras,2020-05-28T00:00:00,15,0,1,0,1,0
Colusa,2020-05-28T00:00:00,5,0,0,0,0,0
Contra Costa,2020-05-28T00:00:00,1392,37,13,38,7,7
Del Norte,2020-05-28T00:00:00,37,0,0,0,0,0
El Dorado,2020-05-28T00:00:00,82,0,1,5,1,5
Fresno,2020-05-28T00:00:00,1653,32,68,39,16,2
Glenn,2020-05-28T00:00:00,14,0,0,0,0,0
Humboldt,2020-05-28T00:00:00,97,3,5,4,1,0
Imperial,2020-05-28T00:00:00,1430,26,61,7,19,1
Inyo,2020-05-28T00:00:00,20,1,0,0,0,0
Kern,2020-05-28T00:00:00,2069,37,58,8,25,0
Kings,2020-05-28T00:00:00,626,3,25,0,7,0
Lake,2020-05-28T00:00:00,17,0,0,1,0,0
Lassen,2020-05-28T00:00:00,0,0,0,1,0,0
Los Angeles,2020-05-28T00:00:00,49861,2241,1415,639,458,112
Madera,2020-05-28T00:00:00,93,2,1,0,0,0
Marin,2020-05-28T00:00:00,443,14,3,7,1,0
Mariposa,2020-05-28T00:00:00,16,1,0,2,0,0
Mendocino,2020-05-28T00:00:00,24,0,3,0,1,0
Merced,2020-05-28T00:00:00,283,7,6,2,4,0
Modoc,2020-05-28T00:00:00,0,0,0,0,0,0
Mono,2020-05-28T00:00:00,34,1,0,0,0,0
Monterey,2020-05-28T00:00:00,471,8,11,0,3,0
Napa,2020-05-28T00:00:00,113,3,1,1,1,0
Nevada,2020-05-28T00:00:00,41,1,1,2,1,1
Orange,2020-05-28T00:00:00,6045,142,291,106,119,13
Placer,2020-05-28T00:00:00,196,9,5,18,3,3
Plumas,2020-05-28T00:00:00,4,0,0,0,0,0
Riverside,2020-05-28T00:00:00,7240,331,202,99,62,23
Sacramento,2020-05-28T00:00:00,1339,57,14,27,8,4
San Benito,2020-05-28T00:00:00,82,2,0,0,0,0
San Bernardino,2020-05-28T00:00:00,4831,190,156,87,53,17
San Diego,2020-05-28T00:00:00,7102,307,313,70,137,16
San Francisco,2020-05-28T00:00:00,2417,40,49,42,20,9
San Joaquin,2020-05-28T00:00:00,840,35,15,25,5,5
San Luis Obispo,2020-05-28T00:00:00,267,1,2,0,2,0
San Mateo,2020-05-28T00:00:00,2070,82,39,10,17,1
Santa Barbara,2020-05-28T00:00:00,1642,12,19,7,9,3
Santa Clara,2020-05-28T00:00:00,2698,141,26,14,13,2
Santa Cruz,2020-05-28T00:00:00,201,3,3,0,1,0
Shasta,2020-05-28T00:00:00,36,4,0,0,0,0
Sierra,2020-05-28T00:00:00,1,0,0,0,0,0
Siskiyou,2020-05-28T00:00:00,6,0,0,0,0,0
Solano,2020-05-28T00:00:00,489,22,19,16,8,0
Sonoma,2020-05-28T00:00:00,529,4,8,30,2,2
Stanislaus,2020-05-28T00:00:00,684,28,15,8,6,1
Sutter,2020-05-28T00:00:00,40,2,0,0,0,0
Tehama,2020-05-28T00:00:00,4,1,0,0,0,0
Trinity,2020-05-28T00:00:00,1,0,0,3,0,0
Tulare,2020-05-28T00:00:00,1832,80,37,2,10,1
Tuolumne,2020-05-28T00:00:00,4,0,0,0,0,0
Unassigned,2020-05-28T00:00:00,3,0,0,0,0,0
Ventura,2020-05-28T00:00:00,1083,32,28,19,10,9
Yolo,2020-05-28T00:00:00,206,23,0,0,0,0
Yuba,2020-05-28T00:00:00,24,1,1,0,0,0
Alameda,2020-05-29T00:00:00,3209,103,102,77,42,12
Alpine,2020-05-29T00:00:00,1,0,0,0,0,0
Amador,2020-05-29T00:00:00,10,0,0,0,0,0
Butte,2020-05-29T00:00:00,41,0,6,0,2,0
Calaveras,2020-05-29T00:00:00,15,0,1,1,1,1
Colusa,2020-05-29T00:00:00,5,0,0,0,0,0
Contra Costa,2020-05-29T00:00:00,1411,37,15,35,8,3
Del Norte,2020-05-29T00:00:00,37,0,0,0,0,0
El Dorado,2020-05-29T00:00:00,85,0,1,5,1,3
Fresno,2020-05-29T00:00:00,1687,35,63,44,17,5
Glenn,2020-05-29T00:00:00,14,0,0,0,0,0
Humboldt,2020-05-29T00:00:00,98,3,5,8,0,0
Imperial,2020-05-29T00:00:00,1607,26,60,4,17,1
Inyo,2020-05-29T00:00:00,20,1,0,0,0,0
Kern,2020-05-29T00:00:00,2128,37,54,16,28,1
Kings,2020-05-29T00:00:00,693,3,27,1,7,0
Lake,2020-05-29T00:00:00,17,0,0,1,0,0
Lassen,2020-05-29T00:00:00,0,0,0,1,0,0
Los Angeles,2020-05-29T00:00:00,51578,2290,1402,570,446,103
Madera,2020-05-29T00:00:00,98,2,0,0,0,0
Marin,2020-05-29T00:00:00,448,14,4,6,1,1
Mariposa,2020-05-29T00:00:00,16,1,0,2,0,0
Mendocino,2020-05-29T00:00:00,25,0,2,0,1,0
Merced,2020-05-29T00:00:00,285,7,6,7,4,1
Modoc,2020-05-29T00:00:00,0,0,0,0,0,0
Mono,2020-05-29T00:00:00,34,1,0,0,0,0
Monterey,2020-05-29T00:00:00,479,10,10,1,3,0
Napa,2020-05-29T00:00:00,113,3,0,0,1,0
Nevada,2020-05-29T00:00:00,41,1,0,2,0,0
Orange,2020-05-29T00:00:00,6176,145,262,62,100,8
Placer,2020-05-29T00:00:00,199,9,8,15,4,1
Plumas,2020-05-29T00:00:00,4,0,0,1,0,0
Riverside,2020-05-29T00:00:00,7376,339,191,79,62,14
Sacramento,2020-05-29T00:00:00,1360,57,14,23,8,9
San Benito,2020-05-29T00:00:00,84,2,0,0,0,0
San Bernardino,2020-05-29T00:00:00,4983,199,134,95,50,13
San Diego,2020-05-29T00:00:00,7242,312,300,58,138,16
San Francisco,2020-05-29T00:00:00,2453,41,49,16,19,6
San Joaquin,2020-05-29T00:00:00,855,35,17,24,5,6
San Luis Obispo,2020-05-29T00:00:00,270,1,3,5,3,3
San Mateo,2020-05-29T00:00:00,2103,84,37,8,14,1
Santa Barbara,2020-05-29T00:00:00,1656,12,16,11,8,4
Santa Clara,2020-05-29T00:00:00,2707,141,26,22,13,1
Santa Cruz,2020-05-29T00:00:00,203,3,3,9,1,0
Shasta,2020-05-29T00:00:00,36,4,0,0,0,0
Sierra,2020-05-29T00:00:00,1,0,0,0,0,0
Siskiyou,2020-05-29T00:00:00,7,0,1,0,0,0
Solano,2020-05-29T00:00:00,498,22,20,11,8,2
Sonoma,2020-05-29T00:00:00,537,4,7,37,2,6
Stanislaus,2020-05-29T00:00:00,698,28,13,11,7,2
Sutter,2020-05-29T00:00:00,40,2,0,0,0,0
Tehama,2020-05-29T00:00:00,4,1,0,0,0,0
Trinity,2020-05-29T00:00:00,1,0,0,0,0,0
Tulare,2020-05-29T00:00:00,1852,84,37,3,11,2
Tuolumne,2020-05-29T00:00:00,4,0,0,0,0,0
Unassigned,2020-05-29T00:00:00,5,0,0,0,0,0
Ventura,2020-05-29T00:00:00,1093,32,31,16,10,6
Yolo,2020-05-29T00:00:00,211,24,0,0,0,0
Yuba,2020-05-29T00:00:00,25,1,1,0,0,0
Alameda,2020-05-30T00:00:00,3304,103,105,41,38,12
Alpine,2020-05-30T00:00:00,1,0,0,0,0,0
Amador,2020-05-30T00:00:00,10,0,0,0,0,0
Butte,2020-05-30T00:00:00,44,0,6,0,2,0
Calaveras,2020-05-30T00:00:00,15,0,1,1,1,1
Colusa,2020-05-30T00:00:00,5,0,0,0,0,0
Contra Costa,2020-05-30T00:00:00,1429,37,14,32,7,4
Del Norte,2020-05-30T00:00:00,37,0,0,0,0,0
El Dorado,2020-05-30T00:00:00,86,0,1,6,1,6
Fresno,2020-05-30T00:00:00,1744,35,70,48,17,2
Glenn,2020-05-30T00:00:00,16,0,0,0,0,0
Humboldt,2020-05-30T00:00:00,98,3,5,12,0,1
Imperial,2020-05-30T00:00:00,2091,27,73,8,22,0
Inyo,2020-05-30T00:00:00,20,1,0,0,0,0
Kern,2020-05-30T00:00:00,2217,38,55,21,29,2
Kings,2020-05-30T00:00:00,703,3,27,1,9,0
Lake,2020-05-30T00:00:00,18,0,0,0,0,0
Lassen,2020-05-30T00:00:00,4,0,0,1,0,0
Los Angeles,2020-05-30T00:00:00,53627,2338,1357,577,440,100
Madera,2020-05-30T00:00:00,101,2,1,2,0,0
Marin,2020-05-30T00:00:00,462,14,3,5,1,0
Mariposa,2020-05-30T00:00:00,16,1,0,2,0,0
Mendocino,2020-05-30T00:00:00,24,0,2,0,1,0
Merced,2020-05-30T00:00:00,285,7,7,7,3,1
Modoc,2020-05-30T00:00:00,0,0,0,0,0,0
Mono,2020-05-30T00:00:00,34,1,0,0,0,0
Monterey,2020-05-30T00:00:00,520,10,11,0,3,0
Napa,2020-05-30T00:00:00,113,3,0,4,0,2
Nevada,2020-05-30T00:00:00,41,1,0,1,0,0
Orange,2020-05-30T00:00:00,6354,146,291,131,122,26
Placer,2020-05-30T00:00:00,199,9,6,16,4,0
Plumas,2020-05-30T00:00:00,4,0,0,1,0,0
Riverside,2020-05-30T00:00:00,7492,339,185,84,61,15
Sacramento,2020-05-30T00:00:00,1384,57,14,23,8,9
San Benito,2020-05-30T00:00:00,85,2,0,0,0,0
San Bernardino,2020-05-30T00:00:00,5122,204,130,95,52,12
San Diego,2020-05-30T00:00:00,7387,312,311,86,144,17
San Francisco,2020-05-30T00:00:00,2496,41,47,17,19,6
San Joaquin,2020-05-30T00:00:00,888,35,19,23,6,8
San Luis Obispo,2020-05-30T00:00:00,270,1,3,2,3,0
San Mateo,2020-05-30T00:00:00,2129,84,44,13,13,2
Santa Barbara,2020-05-30T00:00:00,1660,12,18,8,7,3
Santa Clara,2020-05-30T00:00:00,2741,141,29,17,11,0
Santa Cruz,2020-05-30T00:00:00,206,3,3,9,1,0
Shasta,2020-05-30T00:00:00,36,4,1,0,1,0
Sierra,2020-05-30T00:00:00,1,0,0,0,0,0
Siskiyou,2020-05-30T00:00:00,7,0,0,0,0,1
Solano,2020-05-30T00:00:00,512,22,18,11,7,2
Sonoma,2020-05-30T00:00:00,551,4,5,56,2,10
Stanislaus,2020-05-30T00:00:00,712,28,14,8,9,1
Sutter,2020-05-30T00:00:00,40,2,0,0,0,0
Tehama,2020-05-30T00:00:00,4,1,0,0,0,0
Trinity,2020-05-30T00:00:00,1,0,0,0,0,0
